domain,category,job_link,job_title,company,job_family,text_snippet,relevant_skills,tag_present,text_present
Collaboration And Team Dynamics,text_only,https://www.linkedin.com/jobs/view/lead-engineer-at-bgsf-3803062647,Lead Engineer,BGSF,Other,"REPORTS TO: Chief Engineer
PURPOSE: To effectively and efficiently operate and maintain all HVAC
and related equipment providing environmental control for
the property. To serve as a standby operator and to perform
maintenance from the tenant requests.
GENERAL DUTIES AND RESPONSIBILITIES MAY INCLUDE:
Insure a good response and action time to tenant requests.
Maintain good tenant relations through prompt and courteous response to tenant requests.
Perform general maintenance and limited operations",,False,True
Collaboration And Team Dynamics,text_only,https://www.linkedin.com/jobs/view/senior-system-engineer-at-janus-research-group-3701337071,Senior System Engineer,JANUS Research Group,Other,"Candidates must have an active Secret clearance and verify, before applying, that you meet the minimum requirements of the position.
Position is contingent on contract award
Job Description:
Provide expertise in SATCOM systems architecture, engineering, design, and analysis, specifically focusing on Wideband, Narrowband, and Protected Satellite systems. The SE will be responsible for various aspects of SATCOM systems, including Radio Frequency (RF) link budget calculations, antenna design and an",,False,True
Collaboration And Team Dynamics,text_only,https://www.linkedin.com/jobs/view/automation-engineer-at-hydrogen-group-3794022864,Automation Engineer,Hydrogen Group,Other,"Position Summary
In this role you will be responsible for writing playbooks and modules to implement hardening controls and manage configuration tools in a variety of environments at different accreditation levels. You will also play a central role in upgrading, supporting, and optimizing those tools to create a highly available, resilient, and self-healing environment. You will troubleshoot and resolve issues with the automation tools and their implementation, recommending and implementing chan",,False,True
Collaboration And Team Dynamics,text_only,https://www.linkedin.com/jobs/view/sr-principal-engineer-software-at-northrop-grumman-3795910097,Sr Principal Engineer Software,Northrop Grumman,Other,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to ",,False,True
Collaboration And Team Dynamics,text_only,https://www.linkedin.com/jobs/view/senior-staff-power-engineer-at-arconic-3805529449,Senior Staff Power Engineer,Arconic,Other,"Arconic is currently in search of a Senior Electrical Power and Energy Engineer to join our team at our Global Rolled Products (GRP) business unit located in Davenport, IA.
The
Senior Staff Power Engineer
is responsible for providing project leadership and management in the engineering, design, procurement, construction, and implementation of systems and equipment primarily for energy efficiency and electrical distribution including:
Identifying and developing innovative solutions related to Ene",,False,True
Collaboration And Team Dynamics,text_only,https://www.linkedin.com/jobs/view/cable-installation-technician-at-jobs-for-humanity-3805351894,Cable Installation Technician,Jobs for Humanity,Other,"Company Description
Jobs for Humanity is partnering with DISH to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located",,False,True
Collaboration And Team Dynamics,text_only,https://www.linkedin.com/jobs/view/senior-development-engineer-i-at-yokohama-tire-corporation-3786736195,Senior Development Engineer I,Yokohama Tire Corporation,Other,"Summary
The Senior Development Engineer I has mastered the Development Engineer II duties and responsibilities, and requires knowledge of advanced engineering principles and methods related to tire design and analysis to meet target objectives. The Sr. Development Engineer I is responsible for all phases of replacement tire development including the design of experiments, testing and analysis of results. Assignments include challenging projects that cover Commercial Truck-Bus tires to achieve de",,False,True
Communication Skills,both,https://www.linkedin.com/jobs/view/senior-security-analyst-i-at-linquest-3784107968,Senior Security Analyst I,LinQuest,Security,"LinQuest is seeking a Senior Security Analyst I to join our team in Dayton, OH. An active Secret clearance with eligibility to upgrade to a TS/SCI is required.
This is a multidisciplinary security position requiring a self-sustaining qualified security professional for Sensitive Compartmented Information (SCI) and collateral activities. The primary mission is to mitigate risk and promote the safety and security of company personnel and assets, to ensure compliance with US government and other cu",,True,True
Communication Skills,both,https://www.linkedin.com/jobs/view/sld-fuel-cell-systems-engineer-lunar-transportation-at-blue-origin-3756329126,SLD Fuel Cell Systems Engineer - Lunar Transportation,BLUE ORIGIN,Other,"At Blue Origin, we envision millions of people living and working in space for the benefit of Earth. We’re working to develop reusable, safe, and low-cost space vehicles and systems within a culture of safety, collaboration, and inclusion. Join our diverse team of problem solvers as we add new chapters to the history of spaceflight!
This role is part of the Lunar Transportation business unit. To further Blue Origin's mission of having millions of people living and working in space, we are buildi",,True,True
Communication Skills,both,https://www.linkedin.com/jobs/view/technical-sales-engineer-at-trumpf-north-america-3802234851,Technical Sales Engineer,TRUMPF North America,Other,"How brave are you? We are a high-tech company providing machine tools and laser technology, and are looking for people who can face new challenges with a fresh mind. As an independent family company, we offer you the freedom and trust to put your brave ideas into practice. With you on board, we would like to power ahead with the digital networking of the manufacturing industry. Our passion and creative drive ensure that we are an innovative force – across the globe at over 80 TRUMPF locations.
T",,True,True
Communication Skills,both,https://www.linkedin.com/jobs/view/field-engineer-ii-infrastructure-at-kiewit-3665618960,Field Engineer II - Infrastructure,Kiewit,Other,"Requisition ID:
168982
Job Level:
Mid Level
Home District/Group:
Central District
Department:
Field Operations
Market:
Transportation
Employment Type:
Full Time
Position Overview
As an Engineer 2, you will play a significant part in the success of planning, organizing and implementing project engineering & project controls tasks. Excellent communication, attention to detail and an ability to work well in a team environment are considered critical to this position. We are looking for individuals ",,True,True
Communication Skills,both,https://uk.linkedin.com/jobs/view/senior-quality-engineer-at-bp-3803946787,Senior Quality Engineer,bp,Other,"Entity:
Production & Operations
Job Family Group:
Project Management Group
Job Summary:
The Global Concept Development (GCD)organization and New Energy (NE) in Production & Operations- Projects is accountable for the delivery of the Pre-FID (FEL 0-FEL 2) global portfolio of resilient oil and gas projects, including decarbonizing opportunities on existing assets and NE projects such as hydrogen, carbon capture, biofuels, etc.
Quality Engineering are part of a central team working globally support",,True,True
Communication Skills,both,https://www.linkedin.com/jobs/view/chief-systems-engineer-with-security-clearance-at-clearancejobs-3753483528,Chief Systems Engineer with Security Clearance,ClearanceJobs,Security,"Job Description BAE Systems is seeking an experienced Chief Systems Engineer to join our Integrated Defense Solutions team in an exciting program supporting the U.S. Navy's next generation of strategic deterrent and integrated combat systems. Serving as one of our Chief Engineers, you will lead a multi-disciplinary team of engineers in developing and implementing a well-planned systems engineering approach to requirements definition, architecture and interface definition, system integration, ver",,True,True
Communication Skills,both,https://www.linkedin.com/jobs/view/financial-data-analyst-fp-a-technology-market-data-finance-at-blackstone-3767089911,Financial Data Analyst - FP&A Technology & Market Data Finance,Blackstone,Data Science,"Blackstone is the world’s largest alternative asset manager. We seek to create positive economic impact and long-term value for our investors, the companies we invest in, and the communities in which we work. We do this by using extraordinary people and flexible capital to help companies solve problems. Our $1 trillion in assets under management include investment vehicles focused on private equity, real estate, public debt and equity, infrastructure, life sciences, growth equity, opportunistic,",,True,True
Communication Skills,both,https://uk.linkedin.com/jobs/view/senior-statistician-at-cpl-3768142708,Senior Statistician,Cpl,Data Science,"Oxfordshire based
Highly competitive salary and attractive benefits package
We are currently working with an industry Leader in Diabetes’s care and are looking for a Senior Statistician to join their Technical Operations Statistics team to provide statistical expertise across the product range collaborating with Technical, Manufacturing, Research & Development, Engineering, Quality and Regulatory colleagues.
This is truly a fantastic role that will give you the opportunity to make an impact at w",,True,True
Communication Skills,both,https://uk.linkedin.com/jobs/view/mechanical-design-engineer-outside-ir35-at-employment-solutions-3798319753,Mechanical Design Engineer - OUTSIDE IR35,Employment Solutions,Other,"An exciting opportunity awaits a seasoned Senior Design Engineer for a role OUTSIDE IR35 in the Sheffield area. The role pivotal in conceptual design and detailed manufacturing drawings within various engineering sectors. This role demands expertise in large-scale Machinery Build, Mechanical Handling, or Rotary Machinery Projects.
The suitable candidates will require their own portable computer with either a Solidworks or Inventor license.
Ideal for individuals with a robust background in comple",,True,True
Communication Skills,both,https://www.linkedin.com/jobs/view/help-desk-analyst-at-red-oak-technologies-3801184576,Help Desk Analyst,Red Oak Technologies,Other,"Helpdesk Analyst
Located onsite in Elk Grove, CA
**Candidates must be able to work onsite at client, 5 days a week**
Ticketing System is ServiceNow. Handling call escalations from Tier 1 to Tier 2. Standard working hours, M-F, 8 hours a day supporting PST. Phone, email and chat support.
Technical Support, 2+ years, Is Required
Written Communication, 2-5 years, Is Required
Mac OS X, 2-5 years, Is Required
Time Management, 2-5 years, Is Required
Communication Skill, 2-5 years, Is Required
Problem ",,True,True
Communication Skills,tag_only,https://www.linkedin.com/jobs/view/sr-structural-engineer-infrastructure-design-at-tesla-3758769809,"Sr. Structural Engineer, Infrastructure Design",Tesla,Other,"What To Expect
Tesla is looking for a senior structural engineer to join the Infrastructure team, Project Management Office (PMO). The senior structural engineer will be responsible for the structural design of manufacturing and workplace facilities. This is a full-time position that will support projects across multiple Tesla locations.
What You'll Do
Perform feasibility and techno-economic studies on capital projects to support leadership’s decision making and meet aggressive budget goals
Coll",,True,False
Communication Skills,tag_only,https://www.linkedin.com/jobs/view/senior-software-engineer-networking-at-lyft-3714146372,"Senior Software Engineer, Networking",Lyft,SWE,"At Lyft, our mission is to improve people’s lives with the world’s best transportation. To do this, we start with our own community by creating an open, inclusive, and diverse organization.
The Networking team is responsible for all edge and service-to-service network traffic dedicated to making the best ride possible, from our mobile app to our internal microservice architecture. This means providing the most reliable network seamlessly so that our engineers can build platforms that scale. This",,True,False
Communication Skills,tag_only,https://www.linkedin.com/jobs/view/senior-structural-engineer-at-the-johnson-group-inc-3801137602,Senior Structural Engineer,The Johnson Group Inc.,Other,"WE ARE HIRING: Senior Structural Engineer in St. Louis, MO
We are seeking an experienced Structural Engineer to join our team working on heavy industrial projects. As a Senior Structural Engineer, you will be the lead for design on steel and reinforced concrete structures and will help mentor younger staff as needed. The ideal candidate will be willing to take on responsibility for specific projects including coordination with other disciplines and corresponding with clients. Travel is minimal b",,True,False
Communication Skills,tag_only,https://au.linkedin.com/jobs/view/senior-project-engineer-mechanical-at-workforce-australia-for-individuals-3799793174,Senior Project Engineer Mechanical,Workforce Australia for Individuals,Other,"Dematic Pty Ltd, is a world leader within the integrated logistics and material handling industry. We provide intelligent logistics solutions for manufacturing and distribution, as well as comprehensive automation and software technology solutions, tailored to our clients’ needs. Our innovative portfolio meets the demands of an ever changing supply chain landscape and is designed to deliver a clear competitive edge. As a company we take pride in offering our employees a safe and rewarding work e",,True,False
Communication Skills,tag_only,https://www.linkedin.com/jobs/view/mechanical-design-engineer-staff-senior-principal-at-energy-northwest-3778436724,Mechanical Design Engineer Staff/Senior/Principal,Energy Northwest,Other,"It's fun to work in a company where people truly BELIEVE in what they are doing!
We're committed to bringing passion and customer focus to the business.
General Summary
Provide independent engineering service and support to perform highly complex engineering tasks requiring specialized skills and broad experience in the application of engineering fundamentals in support of the design modification, operating, and independent assessment of Energy Northwest facilities. Serve as an advisor to others",,True,False
Communication Skills,tag_only,https://uk.linkedin.com/jobs/view/transport-supervisor-pm-shift-at-biffa-3784728128,Transport Supervisor -PM Shift,Biffa,Product,"Description
Monday to Friday 2pm to 11pm.
Changing The Way People Think About Waste.
At Biffa, we love working with waste. Whether we’re turning it into sustainable power, finding new ways to recycle it or simply keeping it off the streets, we believe every day is an opportunity to improve the lives of millions. It’s a view that’s shared by our 10,500+ people around the country, who trust us to provide them with a career that’s always rewarding, often challenging, but never dull. And it’s why we",,True,False
Communication Skills,tag_only,https://www.linkedin.com/jobs/view/fire-alarm-installation-technician-at-firetrol-protection-systems-3710330714,Fire Alarm Installation Technician,Firetrol Protection Systems,Other,"Founded in 1984, Firetrol is the national leader in fire protection & life safety services. We are currently seeking a Fire Alarm Installation Technician to join our team of over 900 of the best fire protection professionals in the industry. This position is based in our Austin, TX location.
Installation of fire alarm equipment and the service, repair and maintenance of fire alarm systems
Interact with customers, contractors, vendors and other employees in a respectful, professional manner
Have ",,True,False
Communication Skills,tag_only,https://www.linkedin.com/jobs/view/senior-process-engineer-at-fortune-personnel-of-houston-inc-3794311066,Senior Process Engineer,"Fortune Personnel of Houston, Inc.",Other,"The Process Engineer reports to the Operations Manager and works alongside of the Area Supervisor to achieve the area goals. The work includes translation of processes from the R&D Group to production equipment, optimizing existing processes, tracking inventories and yields, process control optimization, troubleshooting, minor project installation, training, process documentation, and filling in for the Area Supervisor in his absence.
Principal Accountabilities
· Demonstrated understanding and w",,True,False
Communication Skills,tag_only,https://www.linkedin.com/jobs/view/aem-core-engineer-at-the-job-network-3806022252,AEM Core Engineer,The Job Network,Other,"Must pass a drug test and background check once offered position* Looking to fill AEM software back-end engineer to enhance and maintain Companies Adobe Experience Manager (AEM) platform. We are currently undergoing a migration that will move a site that sees ~2 billion sessions per year, to the AEM platform. We are using AEM 6.5 in an AWS managed services model. Websites delivered out of AEM will follow a React hybrid headless model, leveraging AEM Single Page Application (SPA) editor. The sele",,True,False
Communication Skills,tag_only,https://www.linkedin.com/jobs/view/cable-installation-technician-at-jobs-for-humanity-3804320697,Cable Installation Technician,Jobs for Humanity,Other,"Company Description
Jobs for Humanity is partnering with DISH to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located",,True,False
Communication Skills,text_only,https://www.linkedin.com/jobs/view/business-intelligence-developer-at-anveta-inc-3714632183,Business Intelligence Developer,"Anveta, Inc",Data Science,"Role: IN-DWD Business Intelligence Developer - Lead/Senior (719650)
Location: Indianapolis, IN 46204---
Webcam only---Hybrid
Duration: Long term
Client: State of Indiana
DWD is just getting started with our data warehouse and dashboarding strategies. We have a strong understanding of the data but are looking for expertise in presenting that data to the end users that need it.
Essential Job Responsibilities
The essential functions of this role are as follows:
Participate with a Product Owner (PO)",,False,True
Communication Skills,text_only,https://www.linkedin.com/jobs/view/senior-financial-analyst-disa-with-security-clearance-at-clearancejobs-3765336328,Senior Financial Analyst (DISA) with Security Clearance,ClearanceJobs,Security,"Senior Financial Analyst – DISA IEFM Overview
Senior Financial Analyst with an in-depth knowledge of budgeting and execution strategies. Secret Security Clearance Required Job Description and Requirements:
This position will be required to assess funding needs and analyze financial requirements and documentation related to IE Innovation and Technology management. Tasks include, but are not limited to, providing quality reviews for all IE resource packages to ensure requirements are consistent an",,False,True
Communication Skills,text_only,https://www.linkedin.com/jobs/view/sr-controls-engineer-body-in-white-at-tesla-3737835166,"Sr. Controls Engineer, Body in White",Tesla,Other,"What To Expect
Our group's mission is to Drive advancements in safety, efficiency and quality through innovative and sustainable solutions in one of the worlds most advanced manufacturing processes. The successful candidate will have extensive theoretical and hands-on experience in all facets of automated welding shop related equipment, as well as experience managing new product introductions, equipment projects (new installations) and process optimization, upgrades & modifications. This person ",,False,True
Communication Skills,text_only,https://www.linkedin.com/jobs/view/senior-it-auditor-at-charles-schwab-3736742203,Senior IT Auditor,Charles Schwab,Other,"Your Opportunity
The Internal Audit Department (IAD) of The Charles Schwab Corporation provides independent and objective assessments to figure out whether all significant risks are identified and appropriately reported by management and risk functions to the Board and Executive Management, to evaluate whether risks are adequately controlled, and to challenge Executive Management to improve the efficiency of governance processes, risk management, and internal controls.
The Technology enterprise ",,False,True
Communication Skills,text_only,https://www.linkedin.com/jobs/view/quality-engineer-2-at-northrop-grumman-3803534878,Quality Engineer 2,Northrop Grumman,Other,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to ",,False,True
Communication Skills,text_only,https://www.linkedin.com/jobs/view/product-quality-analyst-at-intellectt-inc-3731216867,Product quality analyst,Intellectt Inc,Other,"Hello, this is Vydehi from Intellectt Inc. One of our clients is hiring
Product Quality Analyst
. If you are interested then please share me your Updated Resume to my email
Vydehi@intellectt.com
or you can reach to my number
(732)-355-7412
Role:
Product Quality Analyst
Location:
Sylmar, CA - 91342
Duration:
06 Months on W2
Job Description
A Video Interview will be required.
Position is 6 months from start date.
Requirements
100% onsite and entering time via Fieldglass. 1-2 years (experience is p",,False,True
Communication Skills,text_only,https://www.linkedin.com/jobs/view/sr-formulation-scientist-at-international-vitamin-corporation-3797932663,Sr. Formulation Scientist,International Vitamin Corporation,Other,"The Formulation Scientist will be responsible for creating new and reformulated softgel and gummy products from prototype to final production, including cost analysis. The candidate is responsible for providing technical support to internal and external customers when necessary, and to provide scientific support for all formulation related issues. Candidate must be self-motivated and able to work in a team-based environment. The candidate must be mathematically proficient and able to troubleshoo",,False,True
Communication Skills,text_only,https://www.linkedin.com/jobs/view/controls-engineer-manager-at-actalent-3804780171,Controls Engineer Manager,Actalent,Other,"Description
Leads and manages the Controls engineering department
Partners with Safety, Quality, Operations, R&D and Maintenance to proactively ensure products are manufactured right the first time to meet the business objectives related to safety, quality and cost.
Optimize electrical/process control hardware and software to maintain high levels of safety, quality, efficiency and reliability.
Maintain liaisons with other departments to provide necessary support and expertise for the execution o",,False,True
Communication Skills,text_only,https://www.linkedin.com/jobs/view/field-engineer-ogc-industrial-at-cherne-contracting-corporation-3790644828,Field Engineer - OGC/Industrial,Cherne Contracting Corporation,Other,"Requisition ID:
160439
Job Level:
Mid Level
Home District/Group:
Cherne District
Department:
Project Engineering
Market:
OGC
Employment Type:
Full Time
Position Overview
As an Field/Office Engineer II, you will be expected to be a job-site leader in health and safety, ensuring quality of reporting and workmanship, and that all engineering work is completed in a professional and ethical manner. Reporting directly to the Project Manager, your main functions will include contract administration, pr",,False,True
Communication Skills,text_only,https://www.linkedin.com/jobs/view/technology-ai-policy-research-associate-at-national-journal-3791956794,Technology & AI Policy Research Associate,National Journal,ML/AI,"National Journal’s Presentation Center is hiring a
Technology and Artificial Intelligence Policy
Research Associate
to join our team of experts producing insight and intelligence on how Washington works.
This position will primarily focus its research on the artificial intelligence industry and emerging trends within it, contributing heavily to our PolicyView: AI report. They will explore other policy areas including research on elections, courts, and Congress, contributing to National Journal’s",,False,True
Creativity And Inovation,both,https://uk.linkedin.com/jobs/view/senior-electrical-engineer-at-first-recruitment-group-3802009423,Senior Electrical Engineer,First Recruitment Group,Other,"Job Title: Senior Electrical Engineer
Location: London
Salary: £40,000 - £45,000
Our Electrical team is renowned for simplifying complexity. We specialize in providing expert solutions across various niche sectors, seamlessly collaborating within multidisciplinary teams to tackle intricate technical design challenges. Our clients trust us to deliver inventive solutions that bring their visions to life.
With extensive experience in designing, installing, operating, and maintaining electrical syst",,True,True
Creativity And Inovation,both,https://www.linkedin.com/jobs/view/data-architect-at-advanced-knowledge-tech-llc-3781017475,DATA ARCHITECT,Advanced Knowledge Tech LLC,Other,"Role: Data Architect
Location: Minneapolis MN (100% Onsite)
Full Time Only
Job Description
18+ years of technology experience in Teradata, Datastage, Airflow, Python, Shell scripting
Skillset and experience in the areas such as Snowflake/Databricks/Teradata/DataStage/Azure/Databricks etc. will be helpful and preferred.
Deep understanding of data architecture and data model
Experience in healthcare domain
Define and lead the data architecture including the development of a data roadmap and data s",,True,True
Creativity And Inovation,both,https://www.linkedin.com/jobs/view/dual-enrollment-support-specialist-at-wonderful-college-prep-academy-3803532541,Dual Enrollment Support Specialist,Wonderful College Prep Academy,Other,"Company Description
Wonderful College Prep Academy is a charter network in California's Central Valley committed to providing a world-class education for all students. The Academy's mission is to graduate students prepared to earn a college degree and to put them on a promising career path for life. We believe this begins with a nurturing, engaging, community-centered school environment where students develop a strong and well-rounded academic foundation. Ultimately, this will prepare generation",,True,True
Creativity And Inovation,both,https://www.linkedin.com/jobs/view/scientist-ii-lcms-at-resolian-3669411802,Scientist II - LCMS,Resolian,Other,"Job Description
Resolian is a Contract Research Organization (CRO) specializing in Drug Metabolism and Pharmacokinetic (DMPK) and bioanalytical services for both small and large molecules.
At Resolian, we work to bring together and develop exceptional employees and colleagues who share our passion for generating significant contributions to the world. We take pride in our work and our employees. Resolian strives to help you and your family by offering a comprehensive benefits package.
Our total ",,True,True
Creativity And Inovation,both,https://www.linkedin.com/jobs/view/product-engineer-ceramic-core-at-siemens-energy-3797730426,Product Engineer - Ceramic Core,Siemens Energy,Product,"Ceramic Core Product Engineer
Gas Services
Our Gas Services division offers Low-emission power generation through service and decarbonization. Zero or low emission power generation and all gas turbines under one roof, steam turbines and generators. Decarbonization opportunities through service offerings, modernization, and digitalization of the fleet.
Check out this video to learn more about our Gas Service business https://www.siemens-energy.com/global/en/offerings/power-generation.html
How You",,True,True
Creativity And Inovation,both,https://www.linkedin.com/jobs/view/distinguished-engineer-%E2%80%93-supply-chain-at-genuine-parts-company-3790395470,Distinguished Engineer – Supply Chain,Genuine Parts Company,Other,"Company Background:
Genuine Parts Company (“GPC” or the “Company”), founded in 1928 and based in Atlanta, Georgia, is a leading specialty distributor engaged in the distribution of automotive and industrial replacement parts and value-added services. The Company operates a global portfolio of businesses with more than 10,000 locations across the world. GPC has approximately 50,000 global employees. The Company has operations in the United States, Canada, Mexico, Australia, New Zealand, Indonesia",,True,True
Creativity And Inovation,both,https://www.linkedin.com/jobs/view/tech-engineer-tech-manager-mep-construction-at-walbridge-3799957152,Tech Engineer / Tech Manager - MEP - Construction,Walbridge,Other,"Technical Managers have extensive technical engineering experience, and have completed more complex, demanding or larger-value projects of various types. Technical Engineers act as technical experts for a specific discipline to insure all related construction activities are performed in accordance with accepted professional standards. They work to solve complex technical field-related problems, and manage the equipment startup and commissioning process (V-Start). They assist in the implementatio",,True,True
Creativity And Inovation,both,https://www.linkedin.com/jobs/view/senior-project-engineer-at-timmons-group-3742548139,Senior Project Engineer,Timmons Group,Other,"Job Description
Timmons Group is
always
accepting applications from experienced
Senior Project Engineer
candidates to join our team for
future opportunities
. While we may not have an immediate need at your level in your location of choice, we can hold on to your application for future needs. We typically hire project managers with experience in the following areas:
Land Development (Residential, Commercial and Municipal/Government)
Stormwater
Wastewater
Traffic & Transportation
Environmental
St",,True,True
Creativity And Inovation,both,https://www.linkedin.com/jobs/view/sr-financial-analyst-fp-a-at-california-dental-association-3688130352,Sr. Financial Analyst - FP&A,California Dental Association,Other,"Job Purpose
The Senior Financial Analyst is a strategic finance resource to all companies within the organization and works with all levels of management to perform operational analyses, provide key financial metrics, conducts benchmark analyses, creates business plans, forecasts operating results and supports critical business strategic and operating decisions.
Essential Competencies
:
• Critical thinking skills (problem solving)
• Communication skills (approachability)
• Adaptation skills (fle",,True,True
Creativity And Inovation,both,https://www.linkedin.com/jobs/view/equipment-design-programmming-engineer-at-te-connectivity-3801734815,EQUIPMENT DESIGN & PROGRAMMMING ENGINEER,TE Connectivity,Other,"STAFF ENGINEER, EQUIPMENT DESIGN & PROGRAMMMING
At TE, you will unleash your potential working with people from diverse backgrounds and industries to create a safer, sustainable and more connected world.
​
Job Overview
This position will lead direction and efforts in planning and development of Manufacturing and R&D equipment for medical device assembly processes. The Staff Engineer will conceive and lead projects in planning and development of electromechanical automated and semi-automated manu",,True,True
Creativity And Inovation,tag_only,https://www.linkedin.com/jobs/view/c%23-net-developer-at-diverse-lynx-3768059331,"C#, .NET Developer",Diverse Lynx,SWE,"Position: C#, .NET Developer
Location: Mounds View, Minnesota (
Onsite Job)
Experience: 8 to 14 years
Job Type:
Full Time
Visa: There is no visa sponsorship
Job Description
Having 10 experiences and at least 8+ Years of experience in application development experience on current trends, techniques and methodologies.
Experience at developing highly available and reliable mobile applications using .net
Candidates should be involved in an End-to-End Development lifecycle, which includes Requirement",,True,False
Creativity And Inovation,tag_only,https://au.linkedin.com/jobs/view/game-designer-at-playside-studios-3783328802,Game Designer,PlaySide Studios,Other,"Who is PlaySide Studios?
PlaySide is the largest independent games studio in Australia. Founded in 2011, we’re a team with big ideas and the skills to deliver with our incredible team.
In our history, we have released over 50+ titles across Mobile, PC, VR, AR, and now moving into consoles. We take so much pride in each and every project we create. PlaySide is a place of endless opportunity, where we focus on keeping the fun in game development.
We offer an amazingly professional, playful and sup",,True,False
Creativity And Inovation,tag_only,https://uk.linkedin.com/jobs/view/volunteer-ux-ui-designer-needed-for-new-live-learning-platform%21-at-8billionminds-3803990557,Volunteer: UX | UI DESIGNER NEEDED FOR NEW LIVE-LEARNING PLATFORM!,8Billionminds,Product,"We are a team of 25 from around the world.
We want to expand to 30 volunteers, to help create this beautiful live-learning platform for people right around the globe.
We aim to help facilitate 10,000's of lessons every day using our platform.
We have won 2 funding applications, and a crowdfunding campaign so far. We aim to achieve significantly more.
About This Volunteering Opportunity
We're creating a new education system for the world. For everyone to teach and learn from each other without ne",,True,False
Creativity And Inovation,tag_only,https://uk.linkedin.com/jobs/view/perceived-quality-senior-engineer-mastering-coordinator-at-group-lotus-3788675070,Perceived Quality Senior Engineer - Mastering Coordinator,Group Lotus,Other,"Job description:
Perceived Quality Senior Engineer – Mastering Coordinator
Permanent
Hethel
About the role
The Mastering Coordinator is responsible to develop, create, replicate, monitor and distribute the Master Samples for interior and exterior appearance parts, to support all LOTUS projects and various global programs. You will create status reports and present status to high level management.
The Mastering Coordinator follows the material development after selection to complete masters. You ",,True,False
Creativity And Inovation,tag_only,https://www.linkedin.com/jobs/view/bridge-engineer-at-hdr-3679956514,Bridge Engineer,HDR,Other,"About Us
At HDR, we specialize in engineering, architecture, environmental and construction services. While we are most well-known for adding beauty and structure to communities through high-performance buildings and smart infrastructure, we provide much more than that. We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists. That's why we believe diversity is our greatest strength. HDR is proud to be",,True,False
Creativity And Inovation,tag_only,https://www.linkedin.com/jobs/view/bioprocess-development-research-associate-ii-iii-at-prolific-machines-inc-3792400354,Bioprocess Development Research Associate II/III,Prolific Machines Inc.,Other,"Prolific Machines
is on a mission to accelerate the transition to sustainable agriculture. We believe that we have the only solution to make cultured meat at a price that is competitive with factory farming. We are looking for mission-driven, skilled, and kind people to help create the alternative we need to transition to a more sustainable and healthy future.
Diversity:
We value diverse people, perspectives, and knowledge. To this end, we aim to foster a sense of belonging that enables everyone",,True,False
Creativity And Inovation,tag_only,https://www.linkedin.com/jobs/view/senior-data-analyst-at-stefanini-north-america-and-apac-3801708413,Senior Data Analyst,Stefanini North America and APAC,Data Science,"Stefanini Group is hiring!
Looking for an exciting, ever-changing job that involves the newest transportation technology, then we are looking for you!
Click
Apply Now
or you may reach out to Gaurav Choudhary at: 248 728 2617 / email: Gaurav.Choudhary@stefanini.com for faster processing!
Open to W2 candidates!
Job Title:
Senior Data Analyst
Work location:
Greensboro, NC
Description:
Collect, visualize & analyze data for opportunities / problems defined by the business. Able to extract and structu",,True,False
Creativity And Inovation,tag_only,https://www.linkedin.com/jobs/view/univ-staff-scientist-ii-department-of-pharmacology-at-musc-health-3801554973,UNIV - Staff Scientist II - Department of Pharmacology,MUSC Health,Other,"Job Description Summary
Seeking highly motivated individual(s) to fill a Senior Staff Scientist position in a cancer research laboratory at the Hollings Cancer Center at the Medical University of South Carolina. Current work in the laboratory is centered on cellular signaling related to cancer development and progression. Research in the laboratory is focused on two major areas: 1. RAS GTPase signaling and transformation; and 2. Compartmentalized signaling by the intersection 1 (ITSN1) scaffold ",,True,False
